Knife_ID,Linie_Angle,Actual_Class,CART_Prediction,C45_Prediction,CART_Correct,C45_Correct
Koch-A0-T0-05_cropped_Messpunkt,0,1,0,0,False,False
Koch-A0-T0-05_cropped_Messpunkt,4,1,0,0,False,False
Koch-A0-T0-05_cropped_Messpunkt,6,1,0,0,False,False
Koch-A0-T0-05_cropped_Messpunkt,7,1,0,0,False,False
Koch-A0-T0-05_cropped_Messpunkt,8,1,0,0,False,False
Koch-A0-T0-05_cropped_Messpunkt,9,1,0,0,False,False
Koch-A0-T0-11_cropped_Messpunkt,1,1,0,2,False,False
Koch-A0-T0-11_cropped_Messpunkt,5,1,0,0,False,False
Koch-A0-T0-11_cropped_Messpunkt,6,1,0,0,False,False
Koch-A0-T0-12_cropped_Messpunkt,6,1,0,0,False,False
Koch-A0-T0-16_cropped_Messpunkt,0,1,0,0,False,False
Koch-A0-T0-16_cropped_Messpunkt,1,1,0,0,False,False
Koch-A0-T0-16_cropped_Messpunkt,3,1,0,0,False,False
Koch-A0-T0-16_cropped_Messpunkt,4,1,0,0,False,False
Koch-A0-T0-16_cropped_Messpunkt,6,1,0,0,False,False
Koch-A0-T0-16_cropped_Messpunkt,7,1,0,0,False,False
Koch-A0-T0-16_cropped_Messpunkt,8,1,0,0,False,False
Koch-A0-T0-17_cropped_Messpunkt,0,1,0,0,False,False
Koch-A0-T0-17_cropped_Messpunkt,6,1,0,0,False,False
Koch-A0-T0-19_cropped_Messpunkt,4,1,2,2,False,False
Koch-A0-T0-19_cropped_Messpunkt,8,1,2,2,False,False
Koch-A1-T1-03_cropped_Messpunkt,1,1,2,2,False,False
Koch-A1-T1-03_cropped_Messpunkt,2,1,2,2,False,False
Koch-A1-T1-03_cropped_Messpunkt,3,1,2,2,False,False
Koch-A1-T1-06_cropped_Messpunkt,8,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,0,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,1,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,2,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,3,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,4,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,5,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,6,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,7,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,8,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,9,1,2,2,False,False
Koch-A10-T10-14_cropped_Messpunkt,0,1,2,2,False,False
Koch-A10-T10-14_cropped_Messpunkt,1,1,2,2,False,False
Koch-A10-T10-14_cropped_Messpunkt,2,1,2,2,False,False
Koch-A10-T10-14_cropped_Messpunkt,3,1,2,2,False,False
Koch-A10-T10-14_cropped_Messpunkt,5,1,2,2,False,False
Koch-A10-T10-14_cropped_Messpunkt,6,1,2,2,False,False
Koch-A10-T10-14_cropped_Messpunkt,7,1,2,2,False,False
Koch-A10-T10-14_cropped_Messpunkt,9,1,2,2,False,False
Koch-A11-T11-06_cropped_Messpunkt,0,1,2,2,False,False
Koch-A11-T11-06_cropped_Messpunkt,1,1,2,2,False,False
Koch-A11-T11-06_cropped_Messpunkt,3,1,2,2,False,False
Koch-A11-T11-06_cropped_Messpunkt,8,1,2,2,False,False
Koch-A11-T11-06_cropped_Messpunkt,9,1,2,2,False,False
Koch-A11-T11-09_cropped_Messpunkt,0,2,1,1,False,False
Koch-A11-T11-09_cropped_Messpunkt,1,2,1,1,False,False
Koch-A11-T11-09_cropped_Messpunkt,2,2,1,1,False,False
